成员,时间,内容
Gao,2026-01-26 18:34:24,其实是圣园未花
Gao,2026-01-26 18:34:27,其实是Nigeria
Bao,2026-01-26 18:34:44,都别争了
Bao,2026-01-26 18:34:48,其实是我老婆
Xian,2026-01-26 18:34:51,其实是春日野丽
Wang,2026-01-26 18:35:08,卧槽！
Cheng,2026-01-26 18:35:36,崔神，我给你推几部番吧
Wang,2026-01-26 18:35:47,todd刷新了我的认知
Wang,2026-01-26 18:35:50,他gpa3.7几
Evelyn,2026-01-26 18:35:54,春丽不是蓝色吗
Chen,2026-01-26 18:36:00,崔也开始看了吗
Chen,2026-01-26 18:36:02,我的妈呀
Evelyn,2026-01-26 18:36:08,我要融入我的小组
Chen,2026-01-26 18:36:20,好深藏不漏的人
Chen,2026-01-26 18:36:23,TAT
Chen,2026-01-26 18:36:33,我和他组两次都不知道
Evelyn,2026-01-26 18:36:39,他好厉害[流泪]
Wang,2026-01-26 18:36:39,我刚刚问的
Cheng,2026-01-26 18:36:48,很高吗？
Evelyn,2026-01-26 18:36:51,你们组有3.7的
Chen,2026-01-26 18:36:52,有人知道手套哥的gpa吗
Chen,2026-01-26 18:36:53,我好奇
Evelyn,2026-01-26 18:36:54,我们组呢
Evelyn,2026-01-26 18:37:02,把todd给我们
Evelyn,2026-01-26 18:37:04,谢谢
Wang,2026-01-26 18:37:22,叽里咕噜说啥呢
Wang,2026-01-26 18:37:26,你去跟高对接
Evelyn,2026-01-26 18:37:35,你说过的王哥
Gao,2026-01-26 18:37:36,不要拍我了
Evelyn,2026-01-26 18:37:41,把李弦换成我
Gao,2026-01-26 18:37:43,我感觉我不配存活了
Evelyn,2026-01-26 18:37:45,我去你们组
Xian,2026-01-26 18:37:46,？
Wang,2026-01-26 18:37:50,你谁啊
Xian,2026-01-26 18:37:50,诗人？
Bao,2026-01-26 18:38:30,那位30岁的吗
Evelyn,2026-01-26 18:38:31,如果大一不打那几把王者荣耀，我是不是也能3.7了
Wang,2026-01-26 18:38:58,你现在要打鹅鸭杀
Evelyn,2026-01-26 18:39:00,算了，你怎么知道我上个赛季50多星
Evelyn,2026-01-26 18:39:01,🫰
Evelyn,2026-01-26 18:39:52,你要完成我安排给你的任务
Wang,2026-01-26 18:39:57,？
Evelyn,2026-01-26 18:39:58,高去完成我安排给他的
Wang,2026-01-26 18:39:58,什么任务
Gao,2026-01-26 18:40:04,塔科夫竞技场满级通行证
Evelyn,2026-01-26 18:40:04,你去叫4个
Gao,2026-01-26 18:40:08,有用吗
Evelyn,2026-01-26 18:40:08,他去叫2个
Evelyn,2026-01-26 18:40:19,然后高开房间
Evelyn,2026-01-26 18:41:31,西施学了敖隐的大招吗
Evelyn,2026-01-26 18:41:33,有意思
Wang,2026-01-26 18:41:56,没有
Wang,2026-01-26 18:41:57,自选的
Xian,2026-01-26 18:42:02,绷不住了
Xian,2026-01-26 18:42:09,快告诉孙，让我抽10抽
Xian,2026-01-26 18:45:08,孩子们，王者荣耀单排太难玩了
Xian,2026-01-26 18:45:20,有没有更加简单易懂的游戏
Bao,2026-01-26 18:46:26,你不就是富婆吗
Bao,2026-01-26 18:46:34,可是我不喜欢你
Bao,2026-01-26 18:46:40,真可惜呢
Xian,2026-01-26 18:46:47,我都快写差评了
Evelyn,2026-01-26 18:47:24,梦幻数独
Wang,2026-01-26 18:47:27,富婆
Wang,2026-01-26 18:47:29,哪有富婆
Xian,2026-01-26 18:47:35,nb
Bao,2026-01-26 18:47:40,@再玩鹅鸭杀是狗 这个是富婆
Evelyn,2026-01-26 18:47:49,我上次打这个，打到凌晨3点
Wang,2026-01-26 18:47:49,v我500看看实力
Evelyn,2026-01-26 18:48:45,9块9🔪9毛9那种
Bao,2026-01-26 18:48:46,你就学吧
Evelyn,2026-01-26 18:48:55,500🔪0.05如何
Bao,2026-01-26 18:48:59,感觉我可以出书了
Bao,2026-01-26 18:49:10,《让富婆爱上我的一百种方法》
Evelyn,2026-01-26 18:49:31,不是，哥哥
Wang,2026-01-26 18:49:55,再说一句多加个0
Bao,2026-01-26 18:49:57,你有吗王哥
Bao,2026-01-26 18:50:06,好好看好好学
Wang,2026-01-26 18:50:32,什么叫天上宫阙
Wang,2026-01-26 18:50:36,我怕这个数字吓到你们
Xian,2026-01-26 18:50:56,这才是误闯天家
Evelyn,2026-01-26 18:51:42,我到见你的门槛了吗
Bao,2026-01-26 18:51:56,我才是真的
Bao,2026-01-26 18:52:05,你们都是假的
Evelyn,2026-01-26 18:52:12,零钱通关了再说话
Bao,2026-01-26 18:52:27,零钱通是啥
Wang,2026-01-26 18:52:51,@再玩鹅鸭杀是狗 看看消费记录
Cheng,2026-01-26 18:52:55,我得去找点吃的了
Wang,2026-01-26 18:53:45,一看崔就是消费狂魔
Wang,2026-01-26 18:53:51,我连这是什么都不知道😭
Bao,2026-01-26 18:53:52,能再vivo一次520吗崔哥
Bao,2026-01-26 18:54:11,这次我会感激不尽的收下的
Bao,2026-01-26 18:54:23,但是你可以给我转账
Bao,2026-01-26 18:54:27,我觉得你喜欢给我转账
Xian,2026-01-26 18:54:36,这题我会
Xian,2026-01-26 18:54:44,礼物我收下了
Xian,2026-01-26 18:54:48,心意你领回去
Bao,2026-01-26 18:54:55,不喜欢≠不转帐
Xian,2026-01-26 18:55:01,不等式秒了
Evelyn,2026-01-26 18:55:04,[呲牙]
Bao,2026-01-26 18:55:18,为什么要这么对我高先生
Bao,2026-01-26 18:55:37,干什么
Bao,2026-01-26 18:55:46,我在乞讨呢
Bao,2026-01-26 18:55:50,我真没米了
Xian,2026-01-26 18:55:58,多的钱可以请陪玩
Bao,2026-01-26 18:56:00,明天都不一定有钱坐公交车去上课
Xian,2026-01-26 18:56:04,这样的话鹅鸭杀就不缺人了
Bao,2026-01-26 18:56:54,我还想去医院看一下耳朵
Bao,2026-01-26 18:56:59,但是看了一眼余额
Bao,2026-01-26 18:57:05,我只能过段时间了
Bao,2026-01-26 18:57:24,唉，这就是所谓的穷人家的孩子早当家吧
Evelyn,2026-01-26 18:57:56,这个时候你该回复：
Evelyn,2026-01-26 18:58:04,提问一个@群之共主
Evelyn,2026-01-26 18:58:09,提问一个@离离原上草
Evelyn,2026-01-26 18:58:14,提问一个@复制粘贴吧黄牌
Xian,2026-01-26 18:58:27,暗恋对象说什么？
Evelyn,2026-01-26 18:58:31,小手手举高高！
Xian,2026-01-26 18:58:33,哪句话？
Bao,2026-01-26 18:58:43,我是谁的暗恋对象吗，如果是的话我非常开心
Cheng,2026-01-26 18:58:46,鲨臂吧
Xian,2026-01-26 19:01:16,@再玩鹅鸭杀是狗
Evelyn,2026-01-26 19:02:17,？
Evelyn,2026-01-26 19:02:20,杀死我了呀
Evelyn,2026-01-26 19:02:25,姐你缺对象不
Evelyn,2026-01-26 19:02:29,舔狗也行
Bao,2026-01-26 19:02:40,是个人都会这么做吧
Bao,2026-01-26 19:03:34,这就要看你本事喽
Bao,2026-01-26 19:03:40,你来回复看看实力
Bao,2026-01-26 19:03:43,看看能不能打动我
Evelyn,2026-01-26 19:03:54,我陪你
Wang,2026-01-26 19:03:58,CRUD
Gao,2026-01-26 19:04:07,我是程先生好朋友，yeah～
Cheng,2026-01-26 19:04:35,一股味
Bao,2026-01-26 19:06:13,关系不好还会暗恋吗。。。。
Wang,2026-01-26 19:06:15,你们在说什么
Bao,2026-01-26 19:06:28,没有挑战者了吗
Bao,2026-01-26 19:08:25,你这些话都好假大空
Bao,2026-01-26 19:08:31,都没有落在他或者你的身上
Bao,2026-01-26 19:08:39,没有落在具体的经历事情承诺上
Bao,2026-01-26 19:08:59,听上去就是对谁都能说的渣男语录
Cheng,2026-01-26 19:09:26,我将不再带崔姐节奏
Gao,2026-01-26 19:09:30,不如我的亲身经历一根
Evelyn,2026-01-26 19:09:42,你喜欢假大空？
Cheng,2026-01-26 19:09:42,永远做忠实的崔崔派
Gao,2026-01-26 19:09:42,程谢崔都听过了
Evelyn,2026-01-26 19:10:06,我不奇怪
Bao,2026-01-26 19:10:06,不应该转账啊
Evelyn,2026-01-26 19:10:08,你转给我吧
Bao,2026-01-26 19:10:15,直接带去医院看就好了
Bao,2026-01-26 19:10:21,转账看上去跟交易似的
Bao,2026-01-26 19:10:24,没有人情味
Evelyn,2026-01-26 19:10:50,如果有人陪他去医院呢
Xian,2026-01-26 19:10:58,对，我就是想这么说
Bao,2026-01-26 19:11:04,那你就往后稍稍
Bao,2026-01-26 19:11:09,啥也不是
Xian,2026-01-26 19:11:11,如果人家其实并不想你陪人家去医院
Evelyn,2026-01-26 19:11:21,那人家就拒绝你
Bao,2026-01-26 19:11:28,那你不是已经输了吗宝贝
Evelyn,2026-01-26 19:11:31,然后你就难过了
Bao,2026-01-26 19:11:33,还暗恋个der啊
Evelyn,2026-01-26 19:11:38,然后觉得还不如继续暗恋
Xian,2026-01-26 19:11:49,那到也对
Evelyn,2026-01-26 19:12:43,比如现在v我500
Wang,2026-01-26 19:12:48,崔已经是我这一派的了
Bao,2026-01-26 19:12:49,那叫ATM
Evelyn,2026-01-26 19:12:50,你就是我列表里好感度最高的
Wang,2026-01-26 19:13:00,我是崔姐最严厉的导师
Bao,2026-01-26 19:13:22,感觉你们可以用攻略我当作恋爱高手考试
Bao,2026-01-26 19:13:29,我太难攻略了
Bao,2026-01-26 19:13:38,贝利亚留给我
Xian,2026-01-26 19:13:43,？
Evelyn,2026-01-26 19:14:09,我都不敢往外说
Evelyn,2026-01-26 19:14:17,怕砸你招牌
Bao,2026-01-26 19:14:19,什么进度
Evelyn,2026-01-26 19:14:31,攻略你的进度
Bao,2026-01-26 19:14:54,那很正常了
Gao,2026-01-26 19:14:56,不要再过家家了
Gao,2026-01-26 19:15:00,下一步是什么
Gao,2026-01-26 19:15:03,小团体排挤人吗
Evelyn,2026-01-26 19:15:08,？
Bao,2026-01-26 19:15:10,我是被排挤的
Bao,2026-01-26 19:15:13,边缘人物
Evelyn,2026-01-26 19:15:17,小团体吗
Evelyn,2026-01-26 19:15:21,讨厌小团体
Bao,2026-01-26 19:15:37,我喜欢一对一
Bao,2026-01-26 19:15:42,单独和人约
Wang,2026-01-26 19:15:57,？
Bao,2026-01-26 19:16:08,不喜欢团队行动
Wang,2026-01-26 19:16:11,我说的是情感导师吗
Evelyn,2026-01-26 19:16:32,那是什么
Wang,2026-01-26 19:16:40,是权威
Evelyn,2026-01-26 19:16:45,666
Cheng,2026-01-26 19:16:54,我被这个可靠的男人打动了
Evelyn,2026-01-26 19:17:02,我们狮子座，向来是最权威的
Bao,2026-01-26 19:17:10,不如白羊
Bao,2026-01-26 19:17:18,为什么没人喜欢我
Evelyn,2026-01-26 19:17:19,他帮我拿东西，拿一路，骂我一路
Evelyn,2026-01-26 19:17:25,所以我再也不要他帮我了
Bao,2026-01-26 19:17:36,两位情感大师解答一下我的疑问
Evelyn,2026-01-26 19:17:43,哪有两位
Evelyn,2026-01-26 19:17:45,算我吗
Xian,2026-01-26 19:17:46,不对你说的不是歌啊
Xian,2026-01-26 19:17:49,当我没说
Bao,2026-01-26 19:17:50,你和王
Evelyn,2026-01-26 19:18:22,？
Evelyn,2026-01-26 19:18:41,666
Bao,2026-01-26 19:18:45,我被世界抛弃
Bao,2026-01-26 19:18:48,我的心好痛~
Bao,2026-01-26 19:19:05,没人爱的孩子最可怜~
Xian,2026-01-26 19:25:21,@再玩鹅鸭杀是狗 我朋友回答你了
Evelyn,2026-01-26 19:25:29,？
Evelyn,2026-01-26 19:26:43,哟，就一个耳朵了
Evelyn,2026-01-26 19:26:50,宝宝，你真可爱🫰
Evelyn,2026-01-26 19:26:55,回
Xian,2026-01-26 19:27:20,你问的不是暗恋对象说自己耳朵痛吗
Wang,2026-01-26 19:27:32,？
Wang,2026-01-26 19:27:35,狮子座从不暗恋
Xian,2026-01-26 19:27:36,这个一只耳，指的就是暗恋对象
Xian,2026-01-26 19:30:46,@再玩鹅鸭杀是狗 他在挑衅你！
Evelyn,2026-01-26 19:31:46,宝宝，你也喜欢马嘉祺吗
Gao,2026-01-26 19:31:58,去你的
Evelyn,2026-01-26 19:32:21,我喜欢马年的每一个假期
Evelyn,2026-01-26 19:32:38,因为都是 马 嘉（假）祺（期）
Wang,2026-01-26 19:32:42,够暴力
Wang,2026-01-26 19:32:48,还得是高先生
Wang,2026-01-26 19:32:54,孙吧真传
Evelyn,2026-01-26 19:33:01,不是我的马嘉祺
Xian,2026-01-26 19:36:43,他在说什么
Xian,2026-01-26 19:36:46,我怎么没看懂
Evelyn,2026-01-26 19:38:31,亚轩是对的人
Evelyn,2026-01-26 19:38:58,浩翔峻霖的眼神
Evelyn,2026-01-26 19:39:07,勾住我心里的混
Gao,2026-01-26 19:41:27,去你的时代少年团
Gao,2026-01-26 19:41:38,你要是花钱去追了我就笑你
Xian,2026-01-26 19:41:44,好骂
Gao,2026-01-26 19:41:47,你花那些钱换别的男生就跟了
Gao,2026-01-26 19:42:15,难道不能找到比他们更好的男神吗
Gao,2026-01-26 19:42:18,2222
Evelyn,2026-01-26 19:44:39,惹到我
Evelyn,2026-01-26 19:44:49,你算是踢到棉花了
Gao,2026-01-26 19:44:49,我不在乎管理
Gao,2026-01-26 19:44:55,这管理能干嘛
Evelyn,2026-01-26 19:45:15,废话少说，教给你的任务干了没
Gao,2026-01-26 19:45:21,干完了
Gao,2026-01-26 19:45:25,小七不说话
Gao,2026-01-26 19:45:28,谢也不说话
Gao,2026-01-26 19:45:40,你是完全不看啊
Gao,2026-01-26 19:46:22,@小七 所以你今晚来吗
Gao,2026-01-26 19:49:52,饺子饺子饺饺子
Gao,2026-01-26 19:49:55,饺子饺子饺子
Xian,2026-01-26 19:50:02,饺饺子！
Xian,2026-01-26 19:54:59,还有误闯天家说是
Wang,2026-01-26 19:58:50,科级就误闯天家了吗
Gao,2026-01-26 20:03:18,@群之共主
Gao,2026-01-26 20:03:23,王哥你拉到了几个鹅鸭杀的
Gao,2026-01-26 20:03:31,崔姐来私聊急我了
Evelyn,2026-01-26 20:03:47,培养你当局头
Wang,2026-01-26 20:06:53,2个吧
Cheng,2026-01-26 20:10:23,笑
Evelyn,2026-01-26 20:12:06,@话痨用户 现在王哥拉了两个人，加上王哥是三个，你自己有一个人，还剩四个
Evelyn,2026-01-26 20:12:32,你告诉我你需要我帮你问谁
Gao,2026-01-26 20:12:32,@再玩鹅鸭杀是狗 你拉上小陈6个
Gao,2026-01-26 20:12:52,伍来不来
Evelyn,2026-01-26 20:12:59,你别指望我玩，我去问问小陈
Gao,2026-01-26 20:13:04,你凭什么不
Gao,2026-01-26 20:13:11,你不来没有灵魂了
Evelyn,2026-01-26 20:13:20,你去问问林，又多一个
Gao,2026-01-26 20:13:37,@离离原上草 弦哥你来不来
Evelyn,2026-01-26 20:14:13,你应该先去问王哥他拉的俩人是谁吧
Gao,2026-01-26 20:15:10,可恶
Gao,2026-01-26 20:15:15,我没有崔的情报网
Evelyn,2026-01-26 20:15:26,我现在帮你多拉了一个人
Evelyn,2026-01-26 20:15:31,你算算还要几个人
Gao,2026-01-26 20:19:27,@L.ing 你来鹅鸭杀吗
Evelyn,2026-01-26 20:22:36,我现在帮你拉了三个人
Evelyn,2026-01-26 20:22:46,我还是有朋友的[流泪]
Evelyn,2026-01-26 20:22:56,我的朋友只是昨天有事
Evelyn,2026-01-26 20:23:06,9点发我码
Cheng,2026-01-26 20:31:23,从来不曾怀疑过
Cheng,2026-01-26 20:31:26,我见过
Cheng,2026-01-26 20:32:01,最高的山峰
Cheng,2026-01-26 20:32:09,最温暖的手
Cheng,2026-01-26 20:32:32,从前我，不假思索，大胆蹉跎
Bao,2026-01-26 20:35:56,我没有朋友
Bao,2026-01-26 20:36:03,你能教教我怎么找朋友吗
Cheng,2026-01-26 20:37:28,哇哇哇哇
Cheng,2026-01-26 20:37:42,真的有点好看
Evelyn,2026-01-26 20:38:36,我们的群只配被转发吗
Evelyn,2026-01-26 20:39:10,我朋友发力了
Cheng,2026-01-26 20:40:25,并不铺奢地浓妆艳抹，而是像工笔画一样淡淡地勾勒出自己恬淡淑雅的美
Xian,2026-01-26 20:57:21,所以是哪个房间号啊
Xian,2026-01-26 20:57:23,9点了
Gao,2026-01-26 20:57:36,我在发财车上
Wang,2026-01-26 20:59:57,那还是崔姐开吧🫰
Gao,2026-01-26 21:09:27,我回来了
Gao,2026-01-26 21:09:42,10分钟整
Xian,2026-01-26 21:10:17,所以人够吗
Evelyn,2026-01-26 21:10:26,码
Evelyn,2026-01-26 21:10:29,快点、
Gao,2026-01-26 21:12:31,106209708
Gao,2026-01-26 21:12:33,333333
Xian,2026-01-26 21:14:45,没人啊
Evelyn,2026-01-26 21:33:36,6
Gao,2026-01-26 21:35:35,铁板椒盐是谁啊
Gao,2026-01-26 21:35:39,你们有人认识吗
Gao,2026-01-26 21:35:40,sus
Xian,2026-01-26 21:35:44,不知道
Xian,2026-01-26 21:35:55,那个翠花和椒盐都不认识
Gao,2026-01-26 21:36:17,翠花是崔姐
Xian,2026-01-26 21:36:25,不对啊
Xian,2026-01-26 21:36:29,傻子才是崔姐
Evelyn,2026-01-26 21:36:44,？
Evelyn,2026-01-26 21:36:47,这是人话吗
Gao,2026-01-26 21:36:52,翠花是崔姐认识的
Gao,2026-01-26 21:36:55,铁板椒盐是谁的
Evelyn,2026-01-26 21:37:37,那是娄朋友
Evelyn,2026-01-26 21:37:43,翠花我朋友
Cheng,2026-01-26 21:57:39,娄的朋友
Cheng,2026-01-26 21:57:49,是那个北京的吗？
Gao,2026-01-27 00:09:39,我们太强大了
Evelyn,2026-01-27 00:16:37,一定要截我死了的吗
Evelyn,2026-01-27 00:16:46,截我高光不行吗
Gao,2026-01-27 00:16:48,那你死了我怎么办
Xian,2026-01-27 00:20:30,怎么又逗傻子啊
Bao,2026-01-27 00:21:20,好想玩双人成行
Bao,2026-01-27 00:21:25,但是我只有一个人......
Bao,2026-01-27 00:21:47,谁愿意陪我玩
Xian,2026-01-27 00:21:50,人格分裂不就好了吗
Bao,2026-01-27 00:22:08,可是手不能有丝分裂
Evelyn,2026-01-27 00:26:17,我陪你玩
Evelyn,2026-01-27 00:26:25,我第一把直接死
Gao,2026-01-27 00:27:36,注意看这个女人第一把死了一回
Xian,2026-01-27 00:27:42,@群之共主
Bao,2026-01-27 00:36:24,你又不陪我玩
Gao,2026-01-27 00:59:51,巅峰斗智斗勇
Gao,2026-01-27 00:59:53,一波三折
Xian,2026-01-27 01:13:55,坏了我成傻逼了
Gao,2026-01-27 01:16:21,崔姐依旧6和8保两狼
Gao,2026-01-27 01:16:43,忘记加拿大鹅是林导致让娄活下去最后被鹈鹕拿下胜利
Xian,2026-01-27 01:16:44,最后一把4个人就一个好人
Xian,2026-01-27 01:16:47,这我没办法啊
Xian,2026-01-27 01:17:04,通灵鸽子鹈鹕刺客
Gao,2026-01-27 01:17:58,可怜的弦哥
Gao,2026-01-27 01:18:08,至少你许愿今天鹈鹕赢了一把躺赢了
Xian,2026-01-27 01:18:12,对的
Xian,2026-01-27 01:18:23,我啥也没干就赢了
Evelyn,2026-01-27 01:43:54,胜利场数比你高了
Evelyn,2026-01-27 01:43:56,🫰
Gao,2026-01-27 01:44:06,今天很成功
Gao,2026-01-27 01:44:14,甚至因为你把娄叫过来娄还摇人了
Gao,2026-01-27 01:44:16,硬生生11人看
Evelyn,2026-01-27 01:58:42,没有这个扣10分反转
Wang,2026-01-27 01:58:59,绷不住了
Gao,2026-01-27 01:59:04,这个是悲伤
Gao,2026-01-27 01:59:08,这个不是反转
Cheng,2026-01-27 10:13:39,我的天呐，爱の战士
Cheng,2026-01-27 12:07:43,我去
Xian,2026-01-27 12:25:43,哇超？？
Xian,2026-01-27 12:25:47,我终于
Xian,2026-01-27 12:25:56,我也是60级萌新了
Cheng,2026-01-27 12:30:19,听说要提升等级上限？
Cheng,2026-01-27 12:30:29,满级不止60级
Wu,2026-01-27 12:30:52,不知道
Wu,2026-01-27 12:31:16,但我觉得不会
Xian,2026-01-27 13:10:14,体育明天有课吗？
Xian,2026-01-27 13:10:21,表里好像没有
Kang,2026-01-27 13:10:35,这周周六上[嘿哈]
Xian,2026-01-27 13:10:43,？
Kang,2026-01-27 13:10:46,？
Xian,2026-01-27 13:10:53,哦哦看到了
Kang,2026-01-27 13:11:27,刚醒说是[吃瓜]
Cheng,2026-01-27 13:12:30,少一个周末早上睡大觉的时间了
Kang,2026-01-27 13:13:16,確实
Cheng,2026-01-27 13:25:12,为啥周六是9点半啊
Xian,2026-01-27 13:27:51,不知道
Xian,2026-01-27 13:27:59,意思就是明天没课
Morty,2026-01-27 13:44:01,我下午还有课呢
Xian,2026-01-27 16:50:52,我才知道鹅鸭杀
Xian,2026-01-27 16:50:57,13人才能解锁3狼
Morty,2026-01-27 17:00:43,不能硬点吗
Wang,2026-01-27 17:02:48,我看网上都是抽顺序然后自己选角色，为什么我们不是
Xian,2026-01-27 17:03:19,13轮抽
Xian,2026-01-27 17:04:00,我那天不一直在说吗，人数不够需要13个人
Xian,2026-01-27 17:04:14,好像是3狼2中立8好人
Gao,2026-01-27 17:04:57,13人开的
Gao,2026-01-27 17:05:05,还有一个神人8个带刀模式
Xian,2026-01-27 17:05:11,我们其实玩的人有13人了
Gao,2026-01-27 17:05:12,6正义使者1狼1猎鹰
Xian,2026-01-27 17:05:22,但是总是聚不到一起
Evelyn,2026-01-27 17:07:48,能不能建个鹅鸭杀的群
Evelyn,2026-01-27 17:07:55,把玩的都拉进去
Evelyn,2026-01-27 17:08:10,到时候想什么时候开直接说，看几个人在呗
Xian,2026-01-27 17:08:13,我不知道啊，我没玩过鹅鸭杀
Xian,2026-01-27 17:08:19,我是新手
Wang,2026-01-27 17:08:48,崔姐朋友满天下
Evelyn,2026-01-27 17:09:01,因为我怕他们觉得我是傻子
Gao,2026-01-27 17:09:29,崔女士给自己起个名叫别欺负傻子
Wang,2026-01-27 17:09:30,他在讲案例
Gao,2026-01-27 17:09:31,结果每次死了
Wang,2026-01-27 17:09:33,讲得差不多了
Gao,2026-01-27 17:09:41,都说傻子死了
Gao,2026-01-27 17:10:04,崔姐你何必呢
Evelyn,2026-01-27 17:10:07,@话痨用户 你的首要任务是
Evelyn,2026-01-27 17:10:11,凑到13个人
Evelyn,2026-01-27 17:10:14,加油孩子
Gao,2026-01-27 17:10:15,我不凑
Evelyn,2026-01-27 17:10:16,👍
Gao,2026-01-27 17:10:23,你只要把娄摇来
Gao,2026-01-27 17:10:26,娄还有俩朋友
Gao,2026-01-27 17:10:35,你和陈女士俩人
Gao,2026-01-27 17:10:56,王哥李弦林凌都来
Gao,2026-01-27 17:11:02,已经9个了
Gao,2026-01-27 17:11:04,四个人
Gao,2026-01-27 17:11:08,谢
Evelyn,2026-01-27 17:11:11,池
Gao,2026-01-27 17:11:13,学弟
Gao,2026-01-27 17:11:15,11个
Gao,2026-01-27 17:11:26,池不太稳定
Gao,2026-01-27 17:11:30,池有时候不来
Gao,2026-01-27 17:11:47,11个了你努把力再叫几个就好了
Gao,2026-01-27 17:11:53,就能13人大满贯了
Evelyn,2026-01-27 17:11:55,又是我努力吗
Evelyn,2026-01-27 17:11:59,666
Xian,2026-01-27 17:12:03,我今晚有补习
Xian,2026-01-27 17:12:09,可能得你们先玩
Gao,2026-01-27 17:12:10,那你看我像是叫的来鲍程的人吗
Gao,2026-01-27 17:12:13,程也不来
Gao,2026-01-27 17:12:16,今晚没有
Gao,2026-01-27 17:12:21,明天有课我就不组织了
Xian,2026-01-27 17:12:25,那就好
Wang,2026-01-27 17:12:43,今晚无
Xian,2026-01-27 22:04:15,诺
Xian,2026-01-27 22:04:18,我创群了
Xian,2026-01-27 22:04:29,你们把玩鹅鸭杀的拉进去吧
Morty,2026-01-27 23:32:43,发生啥事
Cheng,2026-01-28 01:38:40,我被弦哥的魅力冲昏头脑了，今晚无条件相信弦哥，结果被骗了3次😢
Xian,2026-01-28 01:38:51,你别说我害怕
Wang,2026-01-28 01:39:45,今天状态不对啊
Xian,2026-01-28 01:39:59,狼还是太好玩了
Xian,2026-01-28 01:40:07,虽然说任务进度有点快
Wang,2026-01-28 01:40:42,今天越刀错越让我警长
Xian,2026-01-28 01:41:06,我胜率上升了
Xian,2026-01-28 01:41:23,从30％变成了41％
Wang,2026-01-28 01:42:10,今天不是第一轮被刀就是第一轮刀错
Wang,2026-01-28 01:42:17,反正基本上没到过第二轮
Cheng,2026-01-28 01:42:34,我43😋
Xian,2026-01-28 01:42:43,今天19把，赢了11把
Cheng,2026-01-28 09:40:25,好看啊
Cheng,2026-01-28 09:53:29,12：3456的角色也挺好看的
Cheng,2026-01-28 09:56:33,可爱捏，土著
Cheng,2026-01-28 11:38:43,下午有听理工音乐会的吗？
Gao,2026-01-28 13:30:15,@复制粘贴吧黄牌 你有多余鼠标
Gao,2026-01-28 13:30:17,吗
Gao,2026-01-28 13:30:26,我的滚轮爆了要寄回去修
Cheng,2026-01-28 13:32:29,没有啊
Gao,2026-01-28 13:40:11,@再玩鹅鸭杀是狗 你有多余的鼠标吗
Cheng,2026-01-28 13:54:14,你先用你的mac呗
Gao,2026-01-28 14:17:23,可恶
Gao,2026-01-28 14:17:28,孩子们我想去学校顺一个鼠标了
Cheng,2026-01-28 14:21:21,不是早就给你说，你那鼠标🖱️要完蛋吗？
Gao,2026-01-28 14:21:33,我早就知道
Gao,2026-01-28 14:21:37,但是我一直没管
Gao,2026-01-28 14:21:50,今天下定决心丢回售后了
Gao,2026-01-28 14:22:03,只是我没想好怎么过渡
Wang,2026-01-28 14:28:20,机械大师高先生
Cheng,2026-01-28 14:28:44,我意识到下周四有个期中考试
Gao,2026-01-28 14:29:14,跟随我去食堂偷个鼠标回来用
Cheng,2026-01-28 14:29:30,我在健身房
Gao,2026-01-28 14:29:46,那你帮我偷一个食堂的鼠标
Gao,2026-01-28 14:29:57,等我鼠标回来了再换回去
Cheng,2026-01-28 14:30:18,你过来呗
Gao,2026-01-28 14:30:26,我在珠海吃饭
Cheng,2026-01-28 14:33:05,下周考试的那个课，我咋感觉还没学到啥就考了？
Gao,2026-01-28 14:33:19,他不是说这样可以规避iet审查
Cheng,2026-01-28 14:35:25,你能教教我怎么学习并复习吗？高神
Gao,2026-01-28 14:35:54,看一遍林子健大神的统计
Gao,2026-01-28 14:36:23,感觉应用数学的都是神仙
Gao,2026-01-28 14:36:28,是我敬仰的人
Cheng,2026-01-28 14:38:11,我只能向神祈祷了
Cheng,2026-01-28 15:02:39,似乎没有选岗的必要了
Cheng,2026-01-28 15:24:53,@复制粘贴吧黄牌 你们下周考什么试？
Gao,2026-01-28 16:36:11,@复制粘贴吧黄牌
Gao,2026-01-28 16:36:13,你在哪里
Gao,2026-01-28 16:36:20,我必须前往食堂窃取鼠标了
Evelyn,2026-01-28 16:36:32,666
Gao,2026-01-28 16:37:26,悲伤的是陈女士的妙控鼠标并不能连上我的电脑
Cheng,2026-01-28 16:39:09,我都回家了
Cheng,2026-01-28 16:39:20,但是我的公交车被追尾了
Cheng,2026-01-28 16:39:24,被一个，小轿车
Gao,2026-01-28 16:44:36,我蓝牙不适配
Gao,2026-01-28 16:44:42,它并不想识别秒空
Cheng,2026-01-28 16:44:53,换个蓝牙呗
Cheng,2026-01-28 16:45:53,一想到我待会要拿什么快递我就想笑
Gao,2026-01-28 16:56:07,@再玩鹅鸭杀是狗
Gao,2026-01-28 16:56:09,崔女士
Gao,2026-01-28 16:56:13,你有鼠标吗
Gao,2026-01-28 16:56:15,多余的
Cheng,2026-01-28 16:57:54,但是我的蓝牙也有问题
Gao,2026-01-28 16:58:07,你不是也有鼠标
Gao,2026-01-28 16:58:11,你骗我程先生
Gao,2026-01-28 16:58:14,我太难过了
Cheng,2026-01-28 16:58:33,白的坏了
Cheng,2026-01-28 16:58:42,我现在都是用的有线
